RegionName,PTR,ROI,COC,RStdDev
22044,27.23935389,0.014774096,-0.03695249,40.40026142
23150,12.12183156,0.044737553,0.092421075,40.17452361
99114,12.29380641,0.101233312,0.086331924,65.1803294
33498,19.11020777,0.1020927,0.015789964,73.50679662
19473,17.30430959,0.031999187,0.031543433,44.04448509
10606,19.38586401,0.18727055,0.014189425,81.28204235
29626,8.803017364,0.004988382,0.152633441,47.84480118
12538,6.732489775,-0.02091533,0.278768865,81.28204235
19036,6.975593668,-0.092618678,0.221515165,44.04448509
21128,17.36283003,-0.029850746,0.031149067,21.02478696
2420,34.27518428,0.141387631,-0.066194295,98.07949625
15668,18.0879155,-0.019603716,0.022129771,18.25259743
33035,8.929539295,0.399130939,0.180351991,73.50679662
18202,10.9399684,-0.023448689,0.096656878,26.87531047
37179,18.63139094,0.253332332,0.019566619,82.46228266
64060,17.57777778,0.157233563,0.027263217,42.54244579
77422,8.86707989,0.160559021,0.16591108,33.66578685
64079,17.26666667,0.014841679,0.029700622,42.54244579
60555,11.33489006,0.060271666,0.116473802,52.30903071
60458,9.330609068,0.006464884,0.160686095,52.30903071
34211,19.1527692,0.07407076,0.01502735,68.4934142
95203,11.0998455,0.360866361,0.124151482,131.9216456
98070,29.85463522,0.492382133,-0.049893695,131.9832885
19525,15.85861917,0.007300748,0.046647194,44.04448509
14622,9.442301511,-0.079442181,0.131069925,35.78363505
8009,11.21921724,-0.053405375,0.113461543,44.04448509
63051,13.34598355,0.025581826,0.071102138,28.58788217
98390,15.79356372,0.329290955,0.050658143,131.9832885
7828,9.691334356,-0.011736646,0.168277637,81.28204235
98065,32.95849333,0.489380162,-0.061820228,131.9832885
80216,13.32236842,0.808249759,0.085307642,103.8383261
66214,17.42962963,0.113751254,0.028495988,42.54244579
14201,17.35412475,0.378134924,0.028718409,43.36647738
3087,14.92970243,0.106489847,0.06388414,98.07949625
67010,12.41496599,-0.047063479,0.07423147,7.887872807
72207,25.79181151,0.021954224,-0.025657768,13.34720792
20132,21.21063795,0.044471382,-0.001113269,40.40026142
50323,25.20006156,0.0373789,-0.024065059,20.28263307
97056,17.34277742,0.291849199,0.032043028,108.107778
16127,16.76767677,-0.095290812,0.028580416,16.12132466
6706,6.64952241,-0.131564743,0.222169033,35.24911346
34610,11.34764251,0.217770002,0.111649355,73.6230517
33966,16.66666667,0.13197187,0.038143339,105.6052527
8070,7.794635004,-0.123021309,0.194038893,44.04448509
20613,13.7175722,0.036373218,0.078864262,40.40026142
37073,10.88412592,0.199856017,0.12209022,82.46228266
33527,14.16842599,0.32537523,0.068052839,73.6230517
49230,11.4893617,0.121829274,0.101886335,20.37870621
4530,10.63532947,0.029425895,0.126812662,108.107778
25425,8.121226954,-0.093564123,0.203638752,40.40026142
15066,7.812985399,0.047125868,0.170746628,18.25259743
2045,14.54408954,0.177128574,0.069870423,98.07949625
37772,15.25641026,0.097774726,0.050651376,41.80961872
60192,16.52558864,0.032038146,0.040494879,52.30903071
11949,12.16129857,0.021971309,0.1101724,81.28204235
7762,29.50856339,0.084137142,-0.048517213,81.28204235
10302,13.2349182,0.315457258,0.092782816,81.28204235
46064,11.88596491,0.071460342,0.094142935,36.648403
33187,16.28726287,0.310172183,0.044833131,73.50679662
37327,7.903321471,0.034881125,0.171867808,49.28461006
38668,9.052905702,-0.10132692,0.147649189,26.59941562
48836,14.09052092,0.204507779,0.064915938,42.45016085
37721,10.64102564,-0.013503252,0.115083259,41.80961872
94805,16.13475177,0.535360667,0.051232513,214.0716907
80513,22.10075027,0.299065391,-0.007362021,73.80201383
95030,85.7746085,0.424231625,-0.140143005,197.0640414
97024,17.91156901,0.31356816,0.026496296,108.107778
34731,9.205231388,0.200769893,0.159307308,80.20037618
45002,15.97655091,0.072133735,0.042331859,45.381349
1746,15.38356538,0.111327504,0.057712128,98.07949625
97205,52.09808972,0.327534968,-0.103744893,108.107778
22181,31.97503671,0.003800587,-0.05645545,40.40026142
23836,17.04142818,0.103271215,0.032739146,40.17452361
50309,12.18836565,0.140212278,0.088466443,20.28263307
60445,7.511188947,-0.008276141,0.214583773,52.30903071
90402,144.8024948,0.264452971,-0.157827607,152.3004131
6477,21.77320598,-0.048331435,-0.004817245,35.24911346
45415,10.72848879,0.019216568,0.103939371,32.39148551
44117,7.045088567,-0.010332133,0.18684578,26.65282911
62052,7.321315623,-0.275696731,0.176115286,28.58788217
